PING 10.0.0.3 (10.0.0.3) 56(84) bytes of data.
64 bytes from 10.0.0.3: icmp_seq=379 ttl=64 time=0.218 ms
64 bytes from 10.0.0.3: icmp_seq=380 ttl=64 time=0.192 ms
64 bytes from 10.0.0.3: icmp_seq=381 ttl=64 time=0.426 ms
64 bytes from 10.0.0.3: icmp_seq=382 ttl=64 time=0.186 ms
64 bytes from 10.0.0.3: icmp_seq=383 ttl=64 time=0.879 ms
64 bytes from 10.0.0.3: icmp_seq=384 ttl=64 time=0.757 ms
64 bytes from 10.0.0.3: icmp_seq=385 ttl=64 time=0.251 ms
64 bytes from 10.0.0.3: icmp_seq=386 ttl=64 time=1.20 ms
64 bytes from 10.0.0.3: icmp_seq=387 ttl=64 time=0.222 ms
64 bytes from 10.0.0.3: icmp_seq=388 ttl=64 time=0.291 ms
64 bytes from 10.0.0.3: icmp_seq=389 ttl=64 time=0.297 ms
64 bytes from 10.0.0.3: icmp_seq=390 ttl=64 time=0.336 ms
64 bytes from 10.0.0.3: icmp_seq=391 ttl=64 time=0.466 ms
64 bytes from 10.0.0.3: icmp_seq=392 ttl=64 time=0.459 ms
64 bytes from 10.0.0.3: icmp_seq=393 ttl=64 time=0.543 ms
64 bytes from 10.0.0.3: icmp_seq=394 ttl=64 time=0.272 ms
64 bytes from 10.0.0.3: icmp_seq=395 ttl=64 time=0.256 ms
64 bytes from 10.0.0.3: icmp_seq=396 ttl=64 time=0.448 ms
64 bytes from 10.0.0.3: icmp_seq=397 ttl=64 time=0.496 ms
64 bytes from 10.0.0.3: icmp_seq=398 ttl=64 time=0.374 ms
64 bytes from 10.0.0.3: icmp_seq=399 ttl=64 time=0.582 ms
64 bytes from 10.0.0.3: icmp_seq=400 ttl=64 time=0.445 ms
64 bytes from 10.0.0.3: icmp_seq=401 ttl=64 time=2.81 ms
64 bytes from 10.0.0.3: icmp_seq=402 ttl=64 time=0.715 ms
64 bytes from 10.0.0.3: icmp_seq=403 ttl=64 time=0.636 ms
64 bytes from 10.0.0.3: icmp_seq=404 ttl=64 time=0.591 ms
64 bytes from 10.0.0.3: icmp_seq=405 ttl=64 time=0.315 ms
64 bytes from 10.0.0.3: icmp_seq=406 ttl=64 time=0.527 ms
64 bytes from 10.0.0.3: icmp_seq=407 ttl=64 time=0.630 ms
64 bytes from 10.0.0.3: icmp_seq=408 ttl=64 time=0.389 ms
64 bytes from 10.0.0.3: icmp_seq=409 ttl=64 time=0.274 ms
64 bytes from 10.0.0.3: icmp_seq=410 ttl=64 time=0.238 ms
64 bytes from 10.0.0.3: icmp_seq=411 ttl=64 time=0.266 ms
64 bytes from 10.0.0.3: icmp_seq=412 ttl=64 time=0.448 ms
64 bytes from 10.0.0.3: icmp_seq=413 ttl=64 time=0.221 ms
64 bytes from 10.0.0.3: icmp_seq=414 ttl=64 time=0.314 ms
64 bytes from 10.0.0.3: icmp_seq=415 ttl=64 time=0.363 ms
64 bytes from 10.0.0.3: icmp_seq=416 ttl=64 time=0.296 ms
64 bytes from 10.0.0.3: icmp_seq=417 ttl=64 time=0.316 ms
64 bytes from 10.0.0.3: icmp_seq=418 ttl=64 time=2.02 ms
64 bytes from 10.0.0.3: icmp_seq=419 ttl=64 time=0.193 ms
64 bytes from 10.0.0.3: icmp_seq=420 ttl=64 time=0.362 ms
64 bytes from 10.0.0.3: icmp_seq=421 ttl=64 time=0.240 ms
64 bytes from 10.0.0.3: icmp_seq=422 ttl=64 time=0.260 ms
64 bytes from 10.0.0.3: icmp_seq=423 ttl=64 time=0.322 ms
64 bytes from 10.0.0.3: icmp_seq=424 ttl=64 time=0.247 ms
64 bytes from 10.0.0.3: icmp_seq=425 ttl=64 time=0.450 ms
64 bytes from 10.0.0.3: icmp_seq=426 ttl=64 time=0.294 ms
64 bytes from 10.0.0.3: icmp_seq=427 ttl=64 time=0.322 ms
64 bytes from 10.0.0.3: icmp_seq=428 ttl=64 time=0.375 ms
64 bytes from 10.0.0.3: icmp_seq=429 ttl=64 time=0.299 ms
64 bytes from 10.0.0.3: icmp_seq=430 ttl=64 time=0.385 ms
64 bytes from 10.0.0.3: icmp_seq=431 ttl=64 time=0.164 ms
